data_type,model_type,item_id,worker_id,question,answer
tifa160,sd1dot1,tifa160_152,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_152,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_152,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_152,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_146,4375840905,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_146,4375843592,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_146,4379690288,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_146,4387897261,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_146,4389767429,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_18,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_18,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_18,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_18,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_18,4389767429,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_77,4375840905,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_77,4375843592,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_77,4379690288,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_77,4387897261,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_77,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_49,4375840905,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_49,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_49,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_49,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_49,4389767429,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_21,4375840905,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_21,4375843592,How consistent is the image with the text description?,2
tifa160,vq-diffusion,tifa160_21,4379690288,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_21,4387897261,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_21,4389767429,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_117,4375840905,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_117,4375843592,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_117,4379690288,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_117,4387897261,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_117,4389767429,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_39,4375840905,How consistent is the image with the text description?,2
tifa160,sd2dot1,tifa160_39,4375843592,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_39,4379690288,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_39,4387897261,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_39,4389767429,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_121,4375840905,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_121,4375843592,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_121,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_121,4387897261,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_121,4389767429,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_95,4375840905,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_95,4375843592,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_95,4379690288,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_95,4387897261,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_95,4389767429,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_120,4375840905,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_120,4375843592,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_120,4379690288,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_120,4387897261,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_120,4389767429,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_82,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_82,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_82,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_82,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_82,4389767429,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_72,4375840905,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_72,4375843592,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_72,4379690288,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_72,4387897261,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_72,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_106,4375840905,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_106,4375843592,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_106,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_106,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_106,4389767429,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_118,4375840905,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_118,4375843592,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_118,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_118,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_118,4389767429,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_55,4375840905,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_55,4375843592,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_55,4379690288,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_55,4387897261,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_55,4389767429,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_68,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_68,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_68,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_68,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_68,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_63,4375840905,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_63,4375843592,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_63,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_63,4387897261,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_63,4389767429,How consistent is the image with the text description?,2
tifa160,vq-diffusion,tifa160_127,4375840905,How consistent is the image with the text description?,1
tifa160,vq-diffusion,tifa160_127,4375843592,How consistent is the image with the text description?,1
tifa160,vq-diffusion,tifa160_127,4379690288,How consistent is the image with the text description?,2
tifa160,vq-diffusion,tifa160_127,4387897261,How consistent is the image with the text description?,2
tifa160,vq-diffusion,tifa160_127,4389767429,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_95,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_95,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_95,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_95,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_95,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_147,4375840905,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_147,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_147,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_147,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_147,4389767429,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_46,4375840905,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_46,4375843592,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_46,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_46,4387897261,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_46,4389767429,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_108,4375840905,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_108,4375843592,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_108,4379690288,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_108,4387897261,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_108,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_158,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_158,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_158,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_158,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_158,4389767429,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_47,4375840905,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_47,4375843592,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_47,4379690288,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_47,4387897261,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_47,4389767429,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_97,4375840905,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_97,4375843592,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_97,4379690288,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_97,4387897261,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_97,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_145,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_145,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_145,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_145,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_145,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_61,4375840905,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_61,4375843592,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_61,4379690288,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_61,4387897261,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_61,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_140,4375840905,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_140,4375843592,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_140,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_140,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_140,4389767429,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_24,4375840905,How consistent is the image with the text description?,2
tifa160,sd2dot1,tifa160_24,4375843592,How consistent is the image with the text description?,2
tifa160,sd2dot1,tifa160_24,4379690288,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_24,4387897261,How consistent is the image with the text description?,1
tifa160,sd2dot1,tifa160_24,4389767429,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_139,4375840905,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_139,4375843592,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_139,4379690288,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_139,4387897261,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_139,4389767429,How consistent is the image with the text description?,2
tifa160,sd2dot1,tifa160_40,4375840905,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_40,4375843592,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_40,4379690288,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_40,4387897261,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_40,4389767429,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_93,4375840905,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_93,4375843592,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_93,4379690288,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_93,4387897261,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_93,4389767429,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_62,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_62,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_62,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_62,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_62,4389767429,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_99,4375840905,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_99,4375843592,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_99,4379690288,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_99,4387897261,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_99,4389767429,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_153,4375840905,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_153,4375843592,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_153,4379690288,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_153,4387897261,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_153,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_39,4375840905,How consistent is the image with the text description?,2
tifa160,sd1dot5,tifa160_39,4375843592,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_39,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_39,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_39,4389767429,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_26,4375840905,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_26,4375843592,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_26,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_26,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_26,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_41,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_41,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_41,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_41,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_41,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_99,4375840905,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_99,4375843592,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_99,4379690288,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_99,4387897261,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_99,4389767429,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_13,4375840905,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_13,4375843592,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_13,4379690288,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_13,4387897261,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_13,4389767429,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_124,4375840905,How consistent is the image with the text description?,2
tifa160,vq-diffusion,tifa160_124,4375843592,How consistent is the image with the text description?,2
tifa160,vq-diffusion,tifa160_124,4379690288,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_124,4387897261,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_124,4389767429,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_137,4375840905,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_137,4375843592,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_137,4379690288,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_137,4387897261,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_137,4389767429,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_18,4375840905,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_18,4375843592,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_18,4379690288,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_18,4387897261,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_18,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_52,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_52,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_52,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_52,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_52,4389767429,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_62,4375840905,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_62,4375843592,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_62,4379690288,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_62,4387897261,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_62,4389767429,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_141,4375840905,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_141,4375843592,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_141,4379690288,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_141,4387897261,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_141,4389767429,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_91,4375840905,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_91,4375843592,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_91,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_91,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_91,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_62,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_62,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_62,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_62,4387897261,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_62,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_86,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_86,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_86,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_86,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_86,4389767429,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_104,4375840905,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_104,4375843592,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_104,4379690288,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_104,4387897261,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_104,4389767429,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_71,4375840905,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_71,4375843592,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_71,4379690288,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_71,4387897261,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_71,4389767429,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_98,4375840905,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_98,4375843592,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_98,4379690288,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_98,4387897261,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_98,4389767429,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_30,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_30,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_30,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_30,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_30,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_108,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_108,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_108,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_108,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_108,4389767429,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_67,4375840905,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_67,4375843592,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_67,4379690288,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_67,4387897261,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_67,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_102,4375840905,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_102,4375843592,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_102,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_102,4387897261,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_102,4389767429,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_83,4375840905,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_83,4375843592,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_83,4379690288,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_83,4387897261,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_83,4389767429,How consistent is the image with the text description?,2
tifa160,sd1dot5,tifa160_131,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_131,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_131,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_131,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_131,4389767429,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_126,4375840905,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_126,4375843592,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_126,4379690288,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_126,4387897261,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_126,4389767429,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_110,4375840905,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_110,4375843592,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_110,4379690288,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_110,4387897261,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_110,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_67,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_67,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_67,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_67,4387897261,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_67,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_151,4375840905,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_151,4375843592,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_151,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_151,4387897261,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_151,4389767429,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_133,4375840905,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_133,4375843592,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_133,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_133,4387897261,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_133,4389767429,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_63,4375840905,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_63,4375843592,How consistent is the image with the text description?,2
tifa160,sd1dot5,tifa160_63,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_63,4387897261,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_63,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_0,4375840905,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_0,4375843592,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_0,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_0,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_0,4389767429,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_135,4375840905,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_135,4375843592,How consistent is the image with the text description?,2
tifa160,sd2dot1,tifa160_135,4379690288,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_135,4387897261,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_135,4389767429,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_121,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_121,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_121,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_121,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_121,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_87,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_87,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_87,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_87,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_87,4389767429,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_105,4375840905,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_105,4375843592,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_105,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_105,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_105,4389767429,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_58,4375840905,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_58,4375843592,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_58,4379690288,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_58,4387897261,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_58,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_81,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_81,4375843592,How consistent is the image with the text description?,4
