dsg_prompt_split,qg_model,t2i_model,item_id,question,answer
tifa160,vq2a,vq-diffusion,tifa160_98,What is in the foreground? grassy slope?,yes
tifa160,vq2a,vq-diffusion,tifa160_98,Where is the evergreen tree located in the photograph? foreground?,
tifa160,vq2a,vq-diffusion,tifa160_98,What covers the background? A white slope?,yes
tifa160,vq2a,vq-diffusion,tifa160_98,What is grazing on the grassy slope in the foreground? several rams?,
tifa160,vq2a,vq-diffusion,tifa160_98,What type of tree is in the foreground? underdeveloped evergreen?,
tifa160,vq2a,vq-diffusion,tifa160_98,How is the evergreen tree in the foreground? measly?,
tifa160,vq2a,vq-diffusion,tifa160_98,How many trees are in the foreground? one?,no
tifa160,vq2a,vq-diffusion,tifa160_90,How many bananas are in the bowl? two?,yes
tifa160,vq2a,vq-diffusion,tifa160_90,"Besides the pear and orange, what else is in the bowl? two bananas?",
tifa160,vq2a,vq-diffusion,tifa160_90,"Besides bananas, what else is in the bowl? A pear, orange,?",
tifa160,vq2a,vq-diffusion,tifa160_63,Where is the traffic light located? crossroads intersection?,yes
tifa160,vq2a,vq-diffusion,tifa160_63,What is at a crossroads intersection near a waterway? A traffic light?,
tifa160,vq2a,vq-diffusion,tifa160_63,A traffic light and a what at a crossroads intersection near a waterway? signpost?,
tifa160,vq2a,vq-diffusion,tifa160_15,A large clock hangs from what? building?,yes
tifa160,vq2a,vq-diffusion,tifa160_15,What is hanging from a building? large clock?,yes
tifa160,vq2a,vq-diffusion,tifa160_100,What is under the furniture? A teddy bear?,yes
tifa160,vq2a,vq-diffusion,tifa160_100,What is the teddy bear under? some furniture?,yes
tifa160,vq2a,vq-diffusion,tifa160_80,Where are the giraffes gathered? their enclosure?,
tifa160,vq2a,vq-diffusion,tifa160_80,How many giraffes are in the enclosure? A group?,yes
tifa160,vq2a,vq-diffusion,tifa160_80,What animals are in the enclosure? giraffes?,yes
tifa160,vq2a,vq-diffusion,tifa160_13,Who is on the wave? A man?,yes
tifa160,vq2a,vq-diffusion,tifa160_13,What is the man wearing? black shirt?,yes
tifa160,vq2a,vq-diffusion,tifa160_60,What is pictured on a dirt road next to a building? A grey motorcycle?,
tifa160,vq2a,vq-diffusion,tifa160_60,What kind of road is the motorcycle on? dirt road?,yes
tifa160,vq2a,vq-diffusion,tifa160_68,What is on a track near many trees? train?,yes
tifa160,vq2a,vq-diffusion,tifa160_68,What is the train on? track?,yes
tifa160,vq2a,vq-diffusion,tifa160_68,A train on a track near what? many trees?,yes
tifa160,vq2a,vq-diffusion,tifa160_42,Where is the boy holding the soccer ball? his arms?,
tifa160,vq2a,vq-diffusion,tifa160_42,What does the boy have in his arms? soccer ball?,yes
tifa160,vq2a,vq-diffusion,tifa160_42,Who is holding a soccer ball? A little boy?,yes
tifa160,vq2a,vq-diffusion,tifa160_92,Who is pictured on a motorcycle smoking a cigarette? A man?,
tifa160,vq2a,vq-diffusion,tifa160_92,What is the man riding? motorcycle?,yes
tifa160,vq2a,vq-diffusion,tifa160_0,What has lights and a teddy bear on it? A Christmas tree?,
tifa160,vq2a,vq-diffusion,tifa160_0,A Christmas tree with lights and what kind of bear? teddy?,yes
tifa160,vq2a,vq-diffusion,tifa160_0,What is on the Christmas tree? lights?,yes
tifa160,vq2a,vq-diffusion,tifa160_0,What kind of tree is this? Christmas?,yes
tifa160,vq2a,vq-diffusion,tifa160_93,"Along with a truck, what vehicle is pictured at a red light? A car?",
tifa160,vq2a,vq-diffusion,tifa160_93,"Along with a car, what vehicle is pictured at a red light? truck?",
tifa160,vq2a,vq-diffusion,tifa160_11,What is the man wearing? wet suit?,yes
tifa160,vq2a,vq-diffusion,tifa160_11,Who is wearing a wet suit and surfing? A man?,yes
tifa160,vq2a,vq-diffusion,tifa160_95,In what position are the two people on the motorcycle? front?,yes
tifa160,vq2a,vq-diffusion,tifa160_95,Who is with the woman on the motorcycle? A man?,yes
tifa160,vq2a,vq-diffusion,tifa160_95,Who is with the man on the motorcycle? woman?,yes
tifa160,vq2a,vq-diffusion,tifa160_43,Who is holding a tennis racket? man?,yes
tifa160,vq2a,vq-diffusion,tifa160_43,What does the man do while he waits for the ball? tennis racket waits?,
tifa160,vq2a,vq-diffusion,tifa160_43,A man with a tennis racket waits for what? ball?,yes
tifa160,vq2a,vq-diffusion,tifa160_81,A house where you can see the relaxing room and what other room? bedroom?,
tifa160,vq2a,vq-diffusion,tifa160_81,Where can you see the bedroom and relaxing room? A house?,yes
tifa160,vq2a,vq-diffusion,tifa160_101,How many people are on the horses? three men?,yes
tifa160,vq2a,vq-diffusion,tifa160_101,How many men are riding horses? three?,yes
tifa160,vq2a,vq-diffusion,tifa160_101,Where are the men riding horses? grassy field?,yes
tifa160,vq2a,vq-diffusion,tifa160_101,What are the men riding? horses?,no
tifa160,vq2a,vq-diffusion,tifa160_87,Which side of the motorcycle is pictured? front?,yes
tifa160,vq2a,vq-diffusion,tifa160_87,What kind of picture is this? Closeup picture?,yes
tifa160,vq2a,vq-diffusion,tifa160_87,What type of picture is this? Closeup?,yes
tifa160,vq2a,vq-diffusion,tifa160_96,What kind of wave is the man surfing? large wave?,yes
tifa160,vq2a,vq-diffusion,tifa160_96,Who is wearing a black suit and riding a wave? A man?,
tifa160,vq2a,vq-diffusion,tifa160_96,What is the man wearing? black suit?,yes
tifa160,vq2a,vq-diffusion,tifa160_72,Who is wearing red and playing tennis on a blue and green court? A lady?,
tifa160,vq2a,vq-diffusion,tifa160_72,What is the lady in the picture doing? red playing tennis?,yes
tifa160,vq2a,vq-diffusion,tifa160_72,"Besides green, what color is the court? blue?",yes
tifa160,vq2a,vq-diffusion,tifa160_53,What is the kitten listening to? rain tap?,yes
tifa160,vq2a,vq-diffusion,tifa160_53,Where is the kitten standing? windowpane?,yes
tifa160,vq2a,vq-diffusion,tifa160_53,What age is the kitten? Young?,yes
tifa160,vq2a,vq-diffusion,tifa160_49,A dog is laying with what? remote controller?,yes
tifa160,vq2a,vq-diffusion,tifa160_52,How are the motorcycles parked on the side of the road? A row?,
tifa160,vq2a,vq-diffusion,tifa160_52,What is pictured parked on the side of a road? motorcycles?,
tifa160,vq2a,vq-diffusion,tifa160_52,On what part of the road are the motorcycles parked? side?,
tifa160,vq2a,vq-diffusion,tifa160_44,Who is running to a base during a game at night? A baseball player?,
tifa160,vq2a,vq-diffusion,tifa160_44,A baseball player running to what during a game at night? base?,
tifa160,vq2a,vq-diffusion,tifa160_44,During what is the baseball player running to a base? game?,yes
tifa160,vq2a,vq-diffusion,tifa160_99,People wearing helmets are standing next to what in the woods? bikes?,
tifa160,vq2a,vq-diffusion,tifa160_99,Who is wearing helmets next to bikes in the woods? People?,
tifa160,vq2a,vq-diffusion,tifa160_99,What are people wearing while riding bikes in the woods? helmets?,
tifa160,vq2a,vq-diffusion,tifa160_61,What is locked to a black pole on a sidewalk? A red bike?,
tifa160,vq2a,vq-diffusion,tifa160_61,What color pole is the bike locked to? black pole?,yes
tifa160,vq2a,vq-diffusion,tifa160_61,What color are the handles on the bike? white handles?,no
tifa160,vq2a,vq-diffusion,tifa160_66,Where is the blanket on the bed? top?,yes
tifa160,vq2a,vq-diffusion,tifa160_66,Who is lying on the small blanket on top of the unmade bed? The caramel-colored kitten?,
tifa160,vq2a,vq-diffusion,tifa160_66,What is the kitten lying on? small blanket?,yes
tifa160,vq2a,vq-diffusion,tifa160_9,What is the man holding? beer?,yes
tifa160,vq2a,vq-diffusion,tifa160_9,What is the man wearing? suit?,yes
tifa160,vq2a,vq-diffusion,tifa160_9,Who is pictured in the beer ad? A young man?,yes
tifa160,vq2a,vq-diffusion,tifa160_58,What is the skateboarder wearing? blue jacket?,yes
tifa160,vq2a,vq-diffusion,tifa160_58,Who is doing a trick in a blue jacket? skateboarder?,
tifa160,vq2a,vq-diffusion,tifa160_58,What is the skateboarder doing? trick?,yes
tifa160,vq2a,vq-diffusion,tifa160_123,On what part of the spoon is the umbrella located? top?,
tifa160,vq2a,vq-diffusion,tifa160_123,What is on top of a spoon? An umbrella?,yes
tifa160,vq2a,vq-diffusion,tifa160_133,What animal is to the right of a fire hydrant? A zebra?,
tifa160,vq2a,vq-diffusion,tifa160_133,Which way is the zebra facing the fire hydrant? right?,
tifa160,vq2a,vq-diffusion,tifa160_104,What kind of statue is it? Greek statue?,yes
tifa160,vq2a,vq-diffusion,tifa160_104,Who is tripping over the cat in the statue? man?,yes
tifa160,vq2a,vq-diffusion,tifa160_111,What is pictured in a kid's bedroom? mega Lego space station?,
tifa160,vq2a,vq-diffusion,tifa160_111,What toy was used to build the space station? Lego?,no
tifa160,vq2a,vq-diffusion,tifa160_111,What is there of a mega Lego space station inside a kid's bedroom? Photo?,
tifa160,vq2a,vq-diffusion,tifa160_142,"Along with neon orange, what color was used on the dog's face? neon green?",
tifa160,vq2a,vq-diffusion,tifa160_142,What was the dog wearing? bright green wrestling tights?,yes
tifa160,vq2a,vq-diffusion,tifa160_142,"Along with neon green, what color face paint did the dog have? neon orange face paint?",
tifa160,vq2a,vq-diffusion,tifa160_142,What breed of dog is in the photo? Pomeranian?,yes
tifa160,vq2a,vq-diffusion,tifa160_142,What kind of photo is this? A realistic photo?,yes
tifa160,vq2a,vq-diffusion,tifa160_158,How many dogs were on the street? Two?,yes
tifa160,vq2a,vq-diffusion,tifa160_158,How many dogs were on the street? Two dogs?,yes
tifa160,vq2a,vq-diffusion,tifa160_126,What shape is made of denim? A cube?,yes
tifa160,vq2a,vq-diffusion,tifa160_126,A cube with the what of denim? texture?,yes
tifa160,vq2a,vq-diffusion,tifa160_117,Which book is on top of the stack? A green book?,yes
tifa160,vq2a,vq-diffusion,tifa160_117,Which book is at the bottom of the stack? The blue book?,
tifa160,vq2a,vq-diffusion,tifa160_117,How are the books arranged? A stack?,yes
tifa160,vq2a,vq-diffusion,tifa160_117,Which book is at the bottom of the stack? blue book?,
tifa160,vq2a,vq-diffusion,tifa160_117,Which book is in the middle of the stack? The red book?,
tifa160,vq2a,vq-diffusion,tifa160_117,Which book is in the middle of the stack? red book?,yes
tifa160,vq2a,vq-diffusion,tifa160_25,How many wheels does a bicycle have? two?,yes
tifa160,vq2a,vq-diffusion,tifa160_25,How many wheels does a bicycle have? two wheels?,
tifa160,vq2a,vq-diffusion,tifa160_25,What is a bicycle? A vehicle?,yes
tifa160,vq2a,vq-diffusion,tifa160_25,How is a bicycle steered? handlebars?,yes
tifa160,vq2a,vq-diffusion,tifa160_25,What holds the wheels of a bicycle? frame?,yes
tifa160,vq2a,vq-diffusion,tifa160_25,What propels a bicycle? pedals?,yes
tifa160,vq2a,vq-diffusion,tifa160_25,How many wheels are in front of the other on a bicycle? one?,
tifa160,vq2a,vq-diffusion,tifa160_34,A human is right to what? bed?,yes
tifa160,vq2a,vq-diffusion,tifa160_34,Who has the right to bed? human?,yes
tifa160,vq2a,vq-diffusion,tifa160_127,What is below the bike in the photo? sign?,yes
tifa160,vq2a,vq-diffusion,tifa160_127,What is there of a bike and stop sign? photo?,yes
tifa160,vq2a,vq-diffusion,tifa160_127,What is the stop sign below? bike?,yes
tifa160,vq2a,vq-diffusion,tifa160_109,What is the bench next to in the photo? suitcase?,yes
tifa160,vq2a,vq-diffusion,tifa160_109,What is there of a suitcase and bench? photo?,yes
tifa160,vq2a,vq-diffusion,tifa160_109,What is left to the suitcase in the photo? bench?,yes
tifa160,vq2a,vq-diffusion,tifa160_20,What animal is in the photo? blue bear?,yes
tifa160,vq2a,vq-diffusion,tifa160_20,What kind of media does blue bear X have? photo?,yes
tifa160,vq2a,vq-diffusion,tifa160_115,What is the stop sign above in the photo? bed?,yes
tifa160,vq2a,vq-diffusion,tifa160_115,Stop sign is above bed in what? photo?,yes
tifa160,vq2a,vq-diffusion,tifa160_115,What is above the bed in the photo? sign?,yes
tifa160,vq2a,vq-diffusion,tifa160_151,What is above the bear in the photo? bus?,yes
tifa160,vq2a,vq-diffusion,tifa160_151,What is above the bus in the photo? bear?,no
tifa160,vq2a,vq-diffusion,tifa160_151,What is there of a bear and a bus? photo?,no
tifa160,vq2a,vq-diffusion,tifa160_129,What kind of table is in the photo? dining?,no
tifa160,vq2a,vq-diffusion,tifa160_129,A dining table and traffic light is depicted in what medium? photo?,
tifa160,vq2a,vq-diffusion,tifa160_129,What is the traffic light below? table?,yes
tifa160,vq2a,vq-diffusion,tifa160_129,What is below the dining table in the photo? traffic light?,yes
tifa160,vq2a,vq-diffusion,tifa160_124,What is to the left of the airplane in the photo? backpack?,yes
tifa160,vq2a,vq-diffusion,tifa160_124,What is left to the backpack in the photo? airplane?,yes
tifa160,vq2a,vq-diffusion,tifa160_29,What is there of a dog and a stop sign? photo?,yes
tifa160,vq2a,vq-diffusion,tifa160_29,What is left to the dog in the photo? sign?,yes
tifa160,vq2a,vq-diffusion,tifa160_157,Skateboard is right to what? bird?,yes
tifa160,vq2a,vq-diffusion,tifa160_157,Skateboard is right to bird is what kind of media? photo?,yes
tifa160,vq2a,vq-diffusion,tifa160_28,Skateboard is left to bike in what? photo?,yes
tifa160,vq2a,vq-diffusion,tifa160_28,What is the skateboard next to in the photo? bike?,yes
tifa160,vq2a,vq-diffusion,tifa160_148,What is the bench below? bed?,yes
tifa160,vq2a,vq-diffusion,tifa160_148,What is there of a bed and bench? photo?,yes
tifa160,vq2a,vq-diffusion,tifa160_148,What is below the bed? bench?,yes
tifa160,vq2a,vq-diffusion,tifa160_106,What color hydrant is in the photo? blue fire?,yes
tifa160,vq2a,vq-diffusion,tifa160_106,What kind of media is a fire hydrant depicted in? photo?,
tifa160,vq2a,vq-diffusion,tifa160_120,A bear and a dining table are in what item? photo?,
tifa160,vq2a,vq-diffusion,tifa160_120,What is below the bear in the photo? dining table?,yes
tifa160,vq2a,vq-diffusion,tifa160_120,What is below the dining table in the photo? bear?,yes
tifa160,vq2a,vq-diffusion,tifa160_120,What is below the bear in the photo? table?,yes
tifa160,vq2a,vq-diffusion,tifa160_113,What kind of table is next to the chair? dining?,yes
tifa160,vq2a,vq-diffusion,tifa160_113,What is to the left of the chair in the photo? table?,yes
tifa160,vq2a,vq-diffusion,tifa160_113,What is there of a chair and dining table? photo?,yes
tifa160,vq2a,vq-diffusion,tifa160_113,What is to the left of the dining table in the photo? chair?,
tifa160,vq2a,vq-diffusion,tifa160_153,What kind of treehouse is in an oak tree? wood treehouse?,
tifa160,vq2a,vq-diffusion,tifa160_153,What kind of tree is the treehouse in? oak tree?,yes
tifa160,vq2a,vq-diffusion,tifa160_141,What is hanging over the mountain? cloud?,yes
tifa160,vq2a,vq-diffusion,tifa160_141,What is the cloud hanging over? mountain?,yes
tifa160,vq2a,vq-diffusion,tifa160_33,What is the ostrich standing on? couch?,no
tifa160,vq2a,vq-diffusion,tifa160_33,What is standing on a couch? ostrich?,yes
tifa160,vq2a,vq-diffusion,tifa160_32,What are the glasses under? computer monitor?,yes
tifa160,vq2a,vq-diffusion,tifa160_32,What is under a computer monitor? glasses?,yes
tifa160,vq2a,vq-diffusion,tifa160_118,What is the name of the famous New York City square? Times Square?,
tifa160,vq2a,vq-diffusion,tifa160_118,During what part of the day is Times Square most active? day?,yes
tifa160,vq2a,vq-diffusion,tifa160_154,What is the fire hydrant surrounded by? dirt?,yes
tifa160,vq2a,vq-diffusion,tifa160_154,What is pictured? rusty fire hydrant?,yes
tifa160,vq2a,vq-diffusion,tifa160_159,What was the snake curled around? wooden post?,yes
tifa160,vq2a,vq-diffusion,tifa160_159,What was curled around a wooden post? snake?,yes
tifa160,vq2a,vq-diffusion,tifa160_147,What color is the bench on the grand piano? white bench?,yes
tifa160,vq2a,vq-diffusion,tifa160_147,What kind of piano is pictured with a white bench? grand piano?,
tifa160,vq2a,vq-diffusion,tifa160_150,Who has green hair? sad man?,yes
tifa160,vq2a,vq-diffusion,tifa160_150,What color hair does the sad man have? green hair?,yes
tifa160,vq2a,vq-diffusion,tifa160_149,What is on the man's head? pumpkin?,yes
tifa160,vq2a,vq-diffusion,tifa160_149,What is the pumpkin on? man's head?,yes
tifa160,vq2a,vq-diffusion,tifa160_27,What is the sketch of? Great Wall?,yes
tifa160,vq2a,vq-diffusion,tifa160_27,How much of the Great Wall is depicted in the sketch? A section?,
tifa160,vq2a,vq-diffusion,tifa160_125,What is the subject of the sketch? A Mesoamerican pyramid?,
tifa160,vq2a,vq-diffusion,tifa160_125,What kind of pyramid is pictured? Mesoamerican?,yes
tifa160,vq2a,vq-diffusion,tifa160_21,What kind of drawing is this? Portrait?,no
tifa160,vq2a,vq-diffusion,tifa160_21,What is on the flag the gecko is holding? yin-yang symbol?,
tifa160,vq2a,vq-diffusion,tifa160_21,What is the gecko holding? flag?,yes
tifa160,vq2a,vq-diffusion,tifa160_21,What is the gecko wearing? train conductor’s hat?,yes
tifa160,vq2a,vq-diffusion,tifa160_21,What animal is wearing a train conductor's hat? gecko?,
tifa160,vq2a,vq-diffusion,tifa160_36,What is the penguin wearing? aviator goggles?,yes
tifa160,vq2a,vq-diffusion,tifa160_36,What animal is wearing aviator goggles? A penguin?,yes
tifa160,vq2a,vq-diffusion,tifa160_137,What is on the vase? painting?,yes
tifa160,vq2a,vq-diffusion,tifa160_137,What does the vase have in common with Egyptian hieroglyphics? style?,
tifa160,vq2a,vq-diffusion,tifa160_137,What style of hieroglyphics is the vase painted in? Egyptian?,
tifa160,vq2a,vq-diffusion,tifa160_137,What type of vase is in the photo? Athenian?,yes
tifa160,vq2a,vq-diffusion,tifa160_137,What animals are depicted on the vase? pangolins?,yes
tifa160,vq2a,vq-diffusion,tifa160_137,What is there of an Athenian vase with a painting of pangolins playing soccer in the style of Egyptian hieroglyphics? A photo?,
tifa160,vq2a,vq-diffusion,tifa160_137,What sport are the pangolins playing? soccer?,no
tifa160,vq2a,vq-diffusion,tifa160_137,What is the style of the painting on the vase? Egyptian hieroglyphics?,
tifa160,vq2a,vq-diffusion,tifa160_137,What is the object in the photo? Athenian vase?,yes
tifa160,vq2a,vq-diffusion,tifa160_110,What is on the vase? painting?,yes
tifa160,vq2a,vq-diffusion,tifa160_110,What does the vase have in common with Egyptian hieroglyphics? style?,
tifa160,vq2a,vq-diffusion,tifa160_110,What style of hieroglyphics is the vase painted in? Egyptian?,
tifa160,vq2a,vq-diffusion,tifa160_110,What type of vase is in the photo? Athenian?,yes
tifa160,vq2a,vq-diffusion,tifa160_110,What sport are the toucans playing? tennis?,no
tifa160,vq2a,vq-diffusion,tifa160_110,What is there of an Athenian vase with a painting of toucans playing tennis in the style of Egyptian hieroglyphics? A photo?,
tifa160,vq2a,vq-diffusion,tifa160_110,Toucans playing tennis on an Athenian vase was painted in what style? Egyptian hieroglyphics?,
tifa160,vq2a,vq-diffusion,tifa160_110,What is the object in the photo? Athenian vase?,yes
tifa160,vq2a,vq-diffusion,tifa160_110,What animals are depicted on the vase? toucans?,yes
tifa160,vq2a,vq-diffusion,tifa160_108,What kind of window has a tyrannosaurus rex on it? stained glass window?,
tifa160,vq2a,vq-diffusion,tifa160_108,What does the stained glass window depict? calm tyrannosaurus rex?,
tifa160,vq2a,vq-diffusion,tifa160_31,What country is this map of? Italy?,yes
tifa160,vq2a,vq-diffusion,tifa160_31,What type of picture is included? map?,yes
tifa160,vq2a,vq-diffusion,tifa160_107,How many squares are in the painting? three?,yes
tifa160,vq2a,vq-diffusion,tifa160_107,What kind of art is this? abstract painting?,yes
tifa160,vq2a,vq-diffusion,tifa160_107,How many squares are in the painting? three squares?,yes
tifa160,vq2a,vq-diffusion,tifa160_26,What kind of drawing is this? sketch?,yes
tifa160,vq2a,vq-diffusion,tifa160_26,What is the sketch of? horse?,yes
tifa160,vq2a,vq-diffusion,tifa160_23,What color is the word 'START' on? blue t-shirt?,
tifa160,vq2a,vq-diffusion,tifa160_23,What is on the t-shirt? word?,yes
tifa160,vq2a,vq-diffusion,tifa160_24,What was the word 'START' written in? chalk?,yes
tifa160,vq2a,vq-diffusion,tifa160_24,What was written in chalk on a sidewalk? word?,soft
tifa160,vq2a,vq-diffusion,tifa160_24,Where was the word 'START' written in chalk? sidewalk?,
tifa160,vq2a,vq-diffusion,tifa160_135,A basketball is to what side of two soccer balls? left?,
tifa160,vq2a,vq-diffusion,tifa160_135,How many soccer balls are to the left of the basketball? two?,
tifa160,vq2a,vq-diffusion,tifa160_135,What is to the left of the basketball? two soccer balls?,
tifa160,vq2a,vq-diffusion,tifa160_135,On what surface are the balls located? gravel driveway?,yes
tifa160,vq2a,vq-diffusion,tifa160_135,"Besides two soccer balls, what other ball is on the driveway? basketball?",
tifa160,vq2a,vq-diffusion,tifa160_139,What is the squirrel standing on? lily pad?,yes
tifa160,vq2a,vq-diffusion,tifa160_139,Who is wearing a studded leather jacket? A punk rock squirrel?,
tifa160,vq2a,vq-diffusion,tifa160_139,What is the squirrel talking into? microphone?,no
tifa160,vq2a,vq-diffusion,tifa160_139,What is the squirrel wearing? studded leather jacket?,
tifa160,vq2a,vq-diffusion,tifa160_146,What is on a table next to a glass of red wine? A map?,
tifa160,vq2a,vq-diffusion,tifa160_146,Where is the map of the United States made out of sushi located? table?,
tifa160,vq2a,vq-diffusion,tifa160_146,What kind of container is the red wine in? glass?,yes
tifa160,vq2a,vq-diffusion,tifa160_146,What map is made out of sushi? United States?,yes
tifa160,vq2a,vq-diffusion,tifa160_22,A dolphin in an astronaut suit on what planet? saturn?,yes
tifa160,vq2a,vq-diffusion,tifa160_22,What is the dolphin wearing? astronaut suit?,yes
tifa160,vq2a,vq-diffusion,tifa160_22,What animal is wearing an astronaut suit on Saturn? dolphin?,yes
tifa160,vq2a,vq-diffusion,tifa160_152,What style of home has a wrap-around porch? white country?,
tifa160,vq2a,vq-diffusion,tifa160_152,What kind of porch does the house have? wrap-around porch?,
tifa160,vq2a,vq-diffusion,tifa160_140,What kind of cat has black ears and markings? white cat?,
tifa160,vq2a,vq-diffusion,tifa160_140,What color ears does this cat have? black ears?,yes
tifa160,vq2a,vq-diffusion,tifa160_140,A white cat with black ears and what else? markings?,yes
tifa160,vq2a,vq-diffusion,tifa160_112,The skyline of what city is pictured? New York City?,yes
tifa160,vq2a,vq-diffusion,tifa160_112,The New York City what? skyline?,yes
tifa160,vq2a,vq-diffusion,tifa160_116,What is there to do at the clock tower on a cloudy day? view?,
tifa160,vq2a,vq-diffusion,tifa160_116,What kind of weather is depicted in the photo of the clock tower? cloudy day?,
tifa160,vq2a,vq-diffusion,tifa160_116,What is the structure in the photo? clock tower?,yes
tifa160,vq2a,vq-diffusion,tifa160_130,What is the dolphin jumping over? rowboat?,yes
tifa160,vq2a,vq-diffusion,tifa160_130,What animal is jumping over a rowboat? dolphin?,
tifa160,vq2a,vq-diffusion,tifa160_144,What kind of car is in the picture? drop-top sports car?,yes
tifa160,vq2a,vq-diffusion,tifa160_144,A drop-top sports car coming around what in the road? bend?,
tifa160,vq2a,vq-diffusion,tifa160_144,A drop-top sports car coming around a bend in what? road?,
tifa160,vq2a,vq-diffusion,tifa160_143,Where did the hot air balloon land? corn field?,yes
tifa160,vq2a,vq-diffusion,tifa160_143,What is happening in the corn field? hot air balloon landing?,
tifa160,vq2a,vq-diffusion,tifa160_105,In what direction did the geese fly in relation to the Alamo? front?,
tifa160,vq2a,vq-diffusion,tifa160_105,What is a group of geese called? flock?,yes
tifa160,vq2a,vq-diffusion,tifa160_105,A flock of geese in front of what famous landmark? The Alamo?,
tifa160,vq2a,vq-diffusion,tifa160_155,What are the children in the library reading? books?,yes
tifa160,vq2a,vq-diffusion,tifa160_155,Where are kids reading books? library?,yes
tifa160,vq2a,vq-diffusion,tifa160_155,Who was in the library? kids?,yes
tifa160,vq2a,vq-diffusion,tifa160_38,What did Hokusai bring to the painting? style?,yes
tifa160,vq2a,vq-diffusion,tifa160_38,What is the tornado made of? tigers?,no
tifa160,vq2a,vq-diffusion,tifa160_38,What is made of tigers crashing into a skyscraper? A tornado?,
tifa160,vq2a,vq-diffusion,tifa160_138,What kind of animal is in the photo? chicken?,yes
tifa160,vq2a,vq-diffusion,tifa160_138,What is a chicken working out in a gym? A high resolution photo?,
tifa160,vq2a,vq-diffusion,tifa160_37,What does the espresso machine make from human souls? coffee?,yes
tifa160,vq2a,vq-diffusion,tifa160_37,What kind of machine makes coffee from human souls? espresso machine?,yes
tifa160,vq2a,vq-diffusion,tifa160_37,What does an espresso machine make coffee from? human souls?,yes
tifa160,vq2a,vq-diffusion,tifa160_114,"In addition to blue stripes, what does a zebra have? red stripes?",
tifa160,vq2a,vq-diffusion,tifa160_114,What animal has alternating blue and red stripes? zebra?,yes
tifa160,vq2a,vq-diffusion,tifa160_114,"In addition to red, what color is a stripe on a zebra? blue?",
tifa160,vq2a,vq-diffusion,tifa160_39,What kind of leaves are on the tree with the apples? circular green leaves?,
tifa160,vq2a,vq-diffusion,tifa160_39,What are the apples on? tree?,yes
tifa160,vq2a,vq-diffusion,tifa160_39,What kind of apples are on the tree? square red apples?,yes
tifa160,vq2a,vq-diffusion,tifa160_122,What animal has aviator glasses on its head? panda bear?,yes
tifa160,vq2a,vq-diffusion,tifa160_122,Where are the glasses on the panda bear? its head?,yes
tifa160,vq2a,vq-diffusion,tifa160_122,What is on the panda's head? aviator glasses?,yes
tifa160,vq2a,vq-diffusion,tifa160_136,A piano tumbling down what? hill?,no
tifa160,vq2a,vq-diffusion,tifa160_136,What is tumbling down a hill? piano?,no
tifa160,vq2a,vq-diffusion,tifa160_119,On what type of island is the Great Pyramid located? sandy island?,
tifa160,vq2a,vq-diffusion,tifa160_119,What is next to the Millennium Wheel? Statue?,no
tifa160,vq2a,vq-diffusion,tifa160_119,What type of view is this of Manhattan? Aerial view?,yes
tifa160,vq2a,vq-diffusion,tifa160_119,What is next to the Statue of Liberty? Millennium Wheel?,no
tifa160,vq2a,vq-diffusion,tifa160_119,What is on a sandy island near the buildings? The Great Pyramid?,
tifa160,vq2a,vq-diffusion,tifa160_156,What kind of photo is this? aerial photo?,yes
tifa160,vq2a,vq-diffusion,tifa160_156,What kind of stadium is in the photo? baseball stadium?,no
tifa160,vq2a,vq-diffusion,tifa160_121,What kind of photo is this? aerial photo?,yes
tifa160,vq2a,vq-diffusion,tifa160_121,What kind of island is in the photo? sandy island?,yes
tifa160,vq2a,vq-diffusion,tifa160_121,In what body of water is the island located? ocean?,yes
tifa160,vq2a,vq-diffusion,tifa160_30,What does the beaver stand next to? books?,yes
tifa160,vq2a,vq-diffusion,tifa160_30,"Who wears glasses, a vest, and a colorful neck tie? A dignified beaver?",
tifa160,vq2a,vq-diffusion,tifa160_30,What does the beaver stand next to? tall stack?,yes
tifa160,vq2a,vq-diffusion,tifa160_131,What kind of family is pictured? owl family?,yes
tifa160,vq2a,vq-diffusion,tifa160_128,How many red flowers are there? two?,yes
tifa160,vq2a,vq-diffusion,tifa160_128,How many white flowers are there? three?,no
tifa160,vq2a,vq-diffusion,tifa160_128,How many red flowers are there? two red flowers?,yes
tifa160,vq2a,vq-diffusion,tifa160_128,How many white flowers are there? three white flowers?,no
tifa160,vq2a,vq-diffusion,tifa160_134,Who looks like pigs? The emoji icons?,yes
tifa160,vq2a,vq-diffusion,tifa160_134,What do the emoji icons look like? pigs?,yes
tifa160,vq2a,vq-diffusion,tifa160_134,What is a group of 2x2 emoji icons called? A set?,
tifa160,vq2a,vq-diffusion,tifa160_134,What look like pigs? emoji icons?,yes
tifa160,vq2a,vq-diffusion,tifa160_132,A four-piece band plays in front of what kind of crowd? small crowd?,
tifa160,vq2a,vq-diffusion,tifa160_132,How many people were in the band? four-piece band?,yes
tifa160,vq2a,vq-diffusion,tifa160_132,Where is the crowd in relation to the stage? front?,yes
tifa160,vq2a,vq-diffusion,tifa160_132,Where is the band playing? stage?,yes
tifa160,vq2a,vq-diffusion,tifa160_145,What is the cat trying to get onto? table?,yes
