dsg_prompt_split,qg_model,t2i_model,item_id,question,question_id,dependency_id,answer
tifa160,dsg,mini-dalle,tifa160_140,Are the markings black?,6,5,yes
tifa160,dsg,mini-dalle,tifa160_141,Is there a mountain?,1,0,yes
tifa160,dsg,mini-dalle,tifa160_141,Is there a cloud?,2,0,yes
tifa160,dsg,mini-dalle,tifa160_141,Is the cloud hanging over the mountain?,3,"1,2",yes
tifa160,dsg,mini-dalle,tifa160_142,Is this a photo?,1,0,yes
tifa160,dsg,mini-dalle,tifa160_142,Is there a Pomeranian?,2,0,yes
tifa160,dsg,mini-dalle,tifa160_142,Is the photo realistic?,3,0,yes
tifa160,dsg,mini-dalle,tifa160_142,Is the Pomeranian dressed up?,4,2,yes
tifa160,dsg,mini-dalle,tifa160_142,Is the costume of a 1980s professional wrestler?,5,4,yes
tifa160,dsg,mini-dalle,tifa160_142,Are wrestling tights included in the costume?,6,4,yes
tifa160,dsg,mini-dalle,tifa160_142,Does the costume come with boots?,7,4,yes
tifa160,dsg,mini-dalle,tifa160_142,Does the Pomeranian has a facepaint?,8,2,yes
tifa160,dsg,mini-dalle,tifa160_142,Is the facepaint neon green?,9,8,yes
tifa160,dsg,mini-dalle,tifa160_142,Is the facepaint neon orange?,10,8,yes
tifa160,dsg,mini-dalle,tifa160_142,Are the wrestling tights bright green?,11,6,yes
tifa160,dsg,mini-dalle,tifa160_142,Are the boots bright orange?,12,7,yes
tifa160,dsg,mini-dalle,tifa160_143,Is there a hot air balloon?,1,0,yes
tifa160,dsg,mini-dalle,tifa160_143,Is there a corn field?,2,0,yes
tifa160,dsg,mini-dalle,tifa160_143,Is the hot air balloon landing?,3,1,yes
tifa160,dsg,mini-dalle,tifa160_143,Is the hot air balloon in the corn field?,4,"1,2",yes
tifa160,dsg,mini-dalle,tifa160_144,Is there a sports car?,1,0,yes
tifa160,dsg,mini-dalle,tifa160_144,Is the sports car a drop-top?,2,1,no
tifa160,dsg,mini-dalle,tifa160_144,Is the sports car coming around a bend in the road?,3,"1,3",yes
tifa160,dsg,mini-dalle,tifa160_145,Is there a cat?,1,0,yes
tifa160,dsg,mini-dalle,tifa160_145,Is there a table?,2,0,yes
tifa160,dsg,mini-dalle,tifa160_145,Is the cat jumping?,3,1,yes
tifa160,dsg,mini-dalle,tifa160_145,Is the cat jumping onto the table?,4,"1,2",yes
tifa160,dsg,mini-dalle,tifa160_146,Is there a map?,1,0,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
tifa160,dsg,mini-dalle,tifa160_146,Is there a United States?,2,1,yes
tifa160,dsg,mini-dalle,tifa160_146,Is there sushi?,3,1,yes
tifa160,dsg,mini-dalle,tifa160_146,Is there a table?,4,0,yes
tifa160,dsg,mini-dalle,tifa160_146,Is there a glass?,5,0,yes
tifa160,dsg,mini-dalle,tifa160_146,Is there red wine?,6,5,yes
tifa160,dsg,mini-dalle,tifa160_146,Is the map made out of sushi?,7,"1,3",yes
tifa160,dsg,mini-dalle,tifa160_146,Is the map on the table?,8,"1,4",yes
tifa160,dsg,mini-dalle,tifa160_146,Is the map next to the glass?,9,"1,5",yes
tifa160,dsg,mini-dalle,tifa160_146,Is the glass on the table?,10,"5,4",yes
tifa160,dsg,mini-dalle,tifa160_146,Is the wine red?,11,6,yes
tifa160,dsg,mini-dalle,tifa160_147,Is there a piano?,1,0,yes
tifa160,dsg,mini-dalle,tifa160_147,Is the piano grand?,2,1,yes
tifa160,dsg,mini-dalle,tifa160_147,Is there a bench?,3,0,yes
tifa160,dsg,mini-dalle,tifa160_147,Is the bench white?,4,3,yes
tifa160,dsg,mini-dalle,tifa160_147,Is the bench with the piano?,5,"1,3",yes
tifa160,dsg,mini-dalle,tifa160_148,Is this a photo?,1,0,yes
tifa160,dsg,mini-dalle,tifa160_148,Is there a bed?,2,0,yes
tifa160,dsg,mini-dalle,tifa160_148,Is there a bench?,3,0,yes
tifa160,dsg,mini-dalle,tifa160_148,Is the bench below the bed?,4,"2,3",yes
tifa160,dsg,mini-dalle,tifa160_149,Is there a pumpkin?,1,0,yes
tifa160,dsg,mini-dalle,tifa160_149,Is there a man?,2,0,no
tifa160,dsg,mini-dalle,tifa160_149,Does the man have a head?,3,2,yes
tifa160,dsg,mini-dalle,tifa160_149,Is the pumpkin on the man's head?,4,"1,3",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
tifa160,dsg,mini-dalle,tifa160_150,Is there a man?,1,0,yes
tifa160,dsg,mini-dalle,tifa160_150,Is there hair?,2,1,yes
tifa160,dsg,mini-dalle,tifa160_150,Is the man sad?,3,1,yes
tifa160,dsg,mini-dalle,tifa160_150,Is the hair green?,4,2,yes
tifa160,dsg,mini-dalle,tifa160_151,Is this a photo?,1,0,no
tifa160,dsg,mini-dalle,tifa160_151,Is there a bear?,2,0,no
tifa160,dsg,mini-dalle,tifa160_151,Is there a bus?,3,0,yes
tifa160,dsg,mini-dalle,tifa160_151,Is the bus above the bear?,4,"2,3",yes
tifa160,dsg,mini-dalle,tifa160_152,Is there a home?,1,0,yes
tifa160,dsg,mini-dalle,tifa160_152,Is the home a country home?,2,1,yes
tifa160,dsg,mini-dalle,tifa160_152,Is the home white?,3,1,yes
tifa160,dsg,mini-dalle,tifa160_152,Does the home have a porch?,4,1,yes
tifa160,dsg,mini-dalle,tifa160_152,Is the porch a wrap-around porch?,5,4,yes
tifa160,dsg,mini-dalle,tifa160_153,Is there a treehouse?,1,0,yes
tifa160,dsg,mini-dalle,tifa160_153,Is the treehouse made of wood?,2,1,yes
tifa160,dsg,mini-dalle,tifa160_153,Is there an oak tree?,3,0,yes
tifa160,dsg,mini-dalle,tifa160_153,Is the treehouse in the oak tree?,4,"1,3",yes
tifa160,dsg,mini-dalle,tifa160_154,Is there a fire hydrant?,1,0,yes
tifa160,dsg,mini-dalle,tifa160_154,Is there dirt?,2,0,yes
tifa160,dsg,mini-dalle,tifa160_154,Is the fire hydrant rusty?,3,1,yes
tifa160,dsg,mini-dalle,tifa160_154,Is the fire hydrant surrounded by dirt?,4,"1,2",yes
tifa160,dsg,mini-dalle,tifa160_155,Is there a library?,1,0,yes
tifa160,dsg,mini-dalle,tifa160_155,Are there kids?,2,0,yes
tifa160,dsg,mini-dalle,tifa160_155,Are there books?,3,0,yes
tifa160,dsg,mini-dalle,tifa160_155,Is the library filled with kids?,4,1,yes
tifa160,dsg,mini-dalle,tifa160_155,Are the kids reading books?,5,"2,3",yes
tifa160,dsg,mini-dalle,tifa160_156,Is this an aerial photo?,1,0,yes
tifa160,dsg,mini-dalle,tifa160_156,Is there a baseball stadium?,2,0,yes
tifa160,dsg,mini-dalle,tifa160_157,Is this a photo?,1,0,yes
tifa160,dsg,mini-dalle,tifa160_157,Is there a bird?,2,0,yes
tifa160,dsg,mini-dalle,tifa160_157,Is there a skateboard?,3,0,yes
tifa160,dsg,mini-dalle,tifa160_157,Is the skateboard right to the bird?,4,"2,3",yes
tifa160,dsg,mini-dalle,tifa160_158,Are there dogs?,1,0,yes
tifa160,dsg,mini-dalle,tifa160_158,Are there two dogs?,2,1,yes
tifa160,dsg,mini-dalle,tifa160_158,Is there a street?,3,0,yes
tifa160,dsg,mini-dalle,tifa160_158,Are the dogs on the street?,4,"1,3",yes
tifa160,dsg,mini-dalle,tifa160_159,Is there a snake?,1,0,yes
tifa160,dsg,mini-dalle,tifa160_159,Is there a post?,2,0,yes
tifa160,dsg,mini-dalle,tifa160_159,Is the post made of wood?,3,2,yes
tifa160,dsg,mini-dalle,tifa160_159,Is the snake curled around the post?,4,"1,2",yes
tifa160,dsg,vq-diffusion,tifa160_0,Is there a Christmas tree?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_0,Are there lights?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_0,Is there a teddy bear?,3,0,yes
tifa160,dsg,vq-diffusion,tifa160_0,Are the lights on the Christmas tree?,4,"1,2",yes
tifa160,dsg,vq-diffusion,tifa160_0,Is the teddy bear on the Christmas tree?,5,"1,3",yes
tifa160,dsg,vq-diffusion,tifa160_1,Are there planes?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_1,Is there a wall of windows?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_1,Are the planes in a group?,3,1,yes
tifa160,dsg,vq-diffusion,tifa160_1,Is the wall of windows large?,4,2,yes
tifa160,dsg,vq-diffusion,tifa160_1,Are the planes near the wall of windows?,5,"1,2",yes
tifa160,dsg,vq-diffusion,tifa160_2,Is there a bear?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_2,Is the bear brown?,2,1,yes
tifa160,dsg,vq-diffusion,tifa160_2,Is the bear walking across the forest?,3,"1,4",yes
tifa160,dsg,vq-diffusion,tifa160_2,Is there a forest?,4,0,yes
tifa160,dsg,vq-diffusion,tifa160_2,Are there trees?,5,0,yes
tifa160,dsg,vq-diffusion,tifa160_2,Is the bear surrounded by trees?,6,"1,5",yes
tifa160,dsg,vq-diffusion,tifa160_2,Is the forest surrounded by trees?,7,"4,5",yes
tifa160,dsg,vq-diffusion,tifa160_3,Is there a motorcycle?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_3,Is there a building?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_3,Is the motorcycle large?,3,1,yes
tifa160,dsg,vq-diffusion,tifa160_3,Is the motorcycle sitting?,4,1,yes
tifa160,dsg,vq-diffusion,tifa160_3,Is the motorcycle outside of the building?,5,"1,2",yes
tifa160,dsg,vq-diffusion,tifa160_4,Is there a skateboarder?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_4,Is there a ramp?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_4,Is the skateboarder male?,3,1,yes
tifa160,dsg,vq-diffusion,tifa160_4,Is the skateboarder pulling off a trick?,4,1,yes
tifa160,dsg,vq-diffusion,tifa160_4,Is the skateboarder on the ramp?,5,"1,2",yes
tifa160,dsg,vq-diffusion,tifa160_5,Is there a woman?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_5,Is there a watermelon slice?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_5,Is there a woman?,3,0,yes
tifa160,dsg,vq-diffusion,tifa160_5,Is there a scooter?,4,0,yes
tifa160,dsg,vq-diffusion,tifa160_5,Is the woman showing a watermelon slice?,5,"1,2",yes
tifa160,dsg,vq-diffusion,tifa160_5,Is the woman on the scooter?,6,"3,4",yes
tifa160,dsg,vq-diffusion,tifa160_6,Is there a man?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_6,Is the man wearing a suit?,2,1,no
tifa160,dsg,vq-diffusion,tifa160_6,Is the suit green?,3,2,yes
tifa160,dsg,vq-diffusion,tifa160_6,Is the man leaning over a laptop?,4,"1,3",yes
tifa160,dsg,vq-diffusion,tifa160_7,Is there a woman?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_7,Is there a racquet?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_7,Is there a tennis court?,3,0,yes
tifa160,dsg,vq-diffusion,tifa160_7,Is the woman holding a racquet?,4,"1,2",yes
tifa160,dsg,vq-diffusion,tifa160_7,Is the woman on top of the tennis court?,5,"1,3",yes
tifa160,dsg,vq-diffusion,tifa160_7,Is the racquet on top of the tennis court?,6,"2,3",yes
tifa160,dsg,vq-diffusion,tifa160_8,Are there laptops?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_8,Are there two laptops?,2,1,yes
tifa160,dsg,vq-diffusion,tifa160_8,Are there mouse cords?,3,0,yes
tifa160,dsg,vq-diffusion,tifa160_8,Are there wires?,4,0,yes
tifa160,dsg,vq-diffusion,tifa160_8,Is there a monitor?,5,0,yes
tifa160,dsg,vq-diffusion,tifa160_9,Is there a man?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_9,Does the man have a hand?,2,1,yes
tifa160,dsg,vq-diffusion,tifa160_9,Does the man have a suit?,3,1,yes
tifa160,dsg,vq-diffusion,tifa160_9,Does the man have a tie?,4,1,yes
tifa160,dsg,vq-diffusion,tifa160_9,Is there a beer?,5,0,yes
tifa160,dsg,vq-diffusion,tifa160_9,Is the man young?,6,1,yes
tifa160,dsg,vq-diffusion,tifa160_9,Is the beer in the man's hand?,7,"5,2",yes
tifa160,dsg,vq-diffusion,tifa160_10,Is there a man?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_10,Is there a hot dog?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_10,Are there people?,3,0,yes
tifa160,dsg,vq-diffusion,tifa160_10,Is the man eating a hot dog?,4,"1,2",no
tifa160,dsg,vq-diffusion,tifa160_10,Is the hot dog loaded?,5,2,yes
tifa160,dsg,vq-diffusion,tifa160_10,Are the people around the man?,6,"1,3",yes
tifa160,dsg,vq-diffusion,tifa160_10,Are the people in a line?,7,"3,4",yes
tifa160,dsg,vq-diffusion,tifa160_11,Is there a man?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_11,Is the man wearing a wet suit?,2,1,yes
tifa160,dsg,vq-diffusion,tifa160_11,Is the man surfing?,3,1,yes
tifa160,dsg,vq-diffusion,tifa160_12,Is there a motorcycle?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_12,Are there any doors?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_12,Are the doors painted?,3,1,yes
tifa160,dsg,vq-diffusion,tifa160_12,Is the paint chipped?,4,2,yes
tifa160,dsg,vq-diffusion,tifa160_12,Is the motorcycle next to doors?,5,"1,2",yes
tifa160,dsg,vq-diffusion,tifa160_12,Is the motorcycle parked?,6,1,yes
tifa160,dsg,vq-diffusion,tifa160_13,Is there a man?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_13,Is there a shirt?,2,1,yes
tifa160,dsg,vq-diffusion,tifa160_13,Is the shirt black?,3,2,yes
tifa160,dsg,vq-diffusion,tifa160_13,Is the man playing on an ocean wave?,4,"1,4",yes
tifa160,dsg,vq-diffusion,tifa160_14,Are there people?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_14,Are there kites?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_14,Is there a sky?,3,0,yes
tifa160,dsg,vq-diffusion,tifa160_14,Are the people flying the kites?,4,"1,2",yes
tifa160,dsg,vq-diffusion,tifa160_14,Are the kites in the sky?,5,"2,3",yes
tifa160,dsg,vq-diffusion,tifa160_15,Is there a clock?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_15,Is there a building?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_15,Is the clock large?,3,1,yes
tifa160,dsg,vq-diffusion,tifa160_15,Is the clock hanging from the building?,4,"1,2",yes
tifa160,dsg,vq-diffusion,tifa160_15,Does the clock read 12:43?,5,1,yes
tifa160,dsg,vq-diffusion,tifa160_16,Is there a sheep?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_16,Does the sheep have hair?,2,1,yes
tifa160,dsg,vq-diffusion,tifa160_16,Is the hair short?,3,2,yes
tifa160,dsg,vq-diffusion,tifa160_16,Is the sheep standing?,4,1,yes
tifa160,dsg,vq-diffusion,tifa160_16,Is there a fence?,5,0,yes
tifa160,dsg,vq-diffusion,tifa160_16,Is the sheep under the fence?,6,"1,5",yes
tifa160,dsg,vq-diffusion,tifa160_17,Is there a horse?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_17,Is there a field?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_17,Is there a rider?,3,0,no
tifa160,dsg,vq-diffusion,tifa160_17,Is the horse midsized?,4,1,yes
tifa160,dsg,vq-diffusion,tifa160_17,Is the horse female?,5,1,yes
tifa160,dsg,vq-diffusion,tifa160_17,Is the horse in the field?,6,"1,2",yes
tifa160,dsg,vq-diffusion,tifa160_17,Is the rider in the field?,7,"3,2",no
tifa160,dsg,vq-diffusion,tifa160_17,Is the rider on the horse?,8,"1,3",no
tifa160,dsg,vq-diffusion,tifa160_17,Is the rider standing?,9,3,no
tifa160,dsg,vq-diffusion,tifa160_18,Is this a black and white photograph?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_18,Is there a bed?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_18,Is there a laptop?,3,0,yes
tifa160,dsg,vq-diffusion,tifa160_18,Is the laptop on the bed?,4,"2,3",yes
tifa160,dsg,vq-diffusion,tifa160_19,Is there a boy?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_19,Is there a bus?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_19,Is there a door?,3,2,yes
tifa160,dsg,vq-diffusion,tifa160_19,Is the boy standing?,4,1,yes
tifa160,dsg,vq-diffusion,tifa160_19,Is the boy in the door of the bus?,5,"1,3",yes
tifa160,dsg,vq-diffusion,tifa160_20,Is this a photo?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_20,Is there a bear?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_20,Is the bear blue?,3,2,yes
tifa160,dsg,vq-diffusion,tifa160_21,Is there a gecko?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_21,Does the gecko have a hat?,2,1,yes
tifa160,dsg,vq-diffusion,tifa160_21,Is the hat a train conductor's hat?,3,2,yes
tifa160,dsg,vq-diffusion,tifa160_21,Does the gecko have a flag?,4,1,yes
tifa160,dsg,vq-diffusion,tifa160_21,Is the flag a yin-yang flag?,5,4,yes
tifa160,dsg,vq-diffusion,tifa160_21,Is this a portrait?,6,0,yes
tifa160,dsg,vq-diffusion,tifa160_21,Is this a comic?,7,0,yes
tifa160,dsg,vq-diffusion,tifa160_21,Is the gecko holding the flag?,8,"1,4",yes
tifa160,dsg,vq-diffusion,tifa160_22,Is there a dolphin?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_22,Is the dolphin wearing an astronaut suit?,2,1,yes
tifa160,dsg,vq-diffusion,tifa160_22,Is there a saturn?,3,0,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
tifa160,dsg,vq-diffusion,tifa160_22,Is the dolphin on saturn?,4,"1,3",yes
tifa160,dsg,vq-diffusion,tifa160_23,Is there a word?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_23,"Does the word say ""START""?",2,1,yes
tifa160,dsg,vq-diffusion,tifa160_23,Is there a t-shirt?,3,0,yes
tifa160,dsg,vq-diffusion,tifa160_23,Is the t-shirt blue?,4,3,yes
tifa160,dsg,vq-diffusion,tifa160_23,Is the word on the t-shirt?,5,"1,3",yes
tifa160,dsg,vq-diffusion,tifa160_24,Is there a word?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_24,Is there a sidewalk?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_24,"Does the word say ""START""?",3,1,yes
tifa160,dsg,vq-diffusion,tifa160_24,Is the word written in chalk?,4,1,yes
tifa160,dsg,vq-diffusion,tifa160_24,Is the word on the sidewalk?,5,"1,2",yes
tifa160,dsg,vq-diffusion,tifa160_25,Is there a vehicle?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_25,Does the vehicle have wheels?,2,1,yes
tifa160,dsg,vq-diffusion,tifa160_25,Does the vehicle have two wheels?,3,2,yes
tifa160,dsg,vq-diffusion,tifa160_25,Does the vehicle have a frame?,4,1,yes
tifa160,dsg,vq-diffusion,tifa160_25,Does the vehicle have pedals?,5,1,yes
tifa160,dsg,vq-diffusion,tifa160_25,Does the vehicle have handlebars?,6,1,yes
tifa160,dsg,vq-diffusion,tifa160_25,Does the vehicle have a front wheel?,7,1,yes
tifa160,dsg,vq-diffusion,tifa160_25,Are the wheels held in the frame?,8,"2,4",yes
tifa160,dsg,vq-diffusion,tifa160_25,Are the wheels one behind the other?,9,2,yes
tifa160,dsg,vq-diffusion,tifa160_25,Are the pedals propelling the vehicle?,10,"5,1",yes
tifa160,dsg,vq-diffusion,tifa160_25,Are the handlebars attached to the front wheel?,11,"6,7",yes
tifa160,dsg,vq-diffusion,tifa160_25,Are the handlebars steering the vehicle?,12,"6,1",yes
tifa160,dsg,vq-diffusion,tifa160_26,Is this a sketch?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_26,Is there a horse?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_27,Is there the Great Wall?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_27,Are there mountains?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_27,Is the Great Wall a section?,3,1,yes
tifa160,dsg,vq-diffusion,tifa160_27,Is the Great Wall in the mountains?,4,"1,2",yes
tifa160,dsg,vq-diffusion,tifa160_27,Is this a detailed charcoal sketch?,5,0,yes
tifa160,dsg,vq-diffusion,tifa160_28,Is this a photo?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_28,Is there a bike?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_28,Is there a skateboard?,3,0,yes
tifa160,dsg,vq-diffusion,tifa160_28,Is the skateboard left to the bike?,4,"2,3",yes
tifa160,dsg,vq-diffusion,tifa160_29,Is this a photo?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_29,Is there a dog?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_29,Is there a stop sign?,3,0,yes
tifa160,dsg,vq-diffusion,tifa160_29,Is the stop sign left to the dog?,4,"2,3",yes
tifa160,dsg,vq-diffusion,tifa160_30,Is there a beaver?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_30,Does the beaver have glasses?,2,1,yes
tifa160,dsg,vq-diffusion,tifa160_30,Does the beaver have a vest?,3,1,yes
tifa160,dsg,vq-diffusion,tifa160_30,Does the beaver have a neck tie?,4,1,yes
tifa160,dsg,vq-diffusion,tifa160_30,Is the beaver dignified?,5,1,yes
tifa160,dsg,vq-diffusion,tifa160_30,Is the neck tie colorful?,6,4,yes
tifa160,dsg,vq-diffusion,tifa160_30,Is the beaver standing?,7,1,yes
tifa160,dsg,vq-diffusion,tifa160_30,Are there books?,8,0,yes
tifa160,dsg,vq-diffusion,tifa160_30,Are the books in a tall stack?,9,8,yes
tifa160,dsg,vq-diffusion,tifa160_30,Is there a library?,10,0,yes
tifa160,dsg,vq-diffusion,tifa160_30,Is the beaver next to the books?,11,"1,8",yes
tifa160,dsg,vq-diffusion,tifa160_30,Is the beaver in the library?,12,"1,10",yes
tifa160,dsg,vq-diffusion,tifa160_30,Are the books in the library?,13,"8,10",yes
tifa160,dsg,vq-diffusion,tifa160_31,Is there a map?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_31,Is the map of Italy?,2,1,yes
tifa160,dsg,vq-diffusion,tifa160_32,Is there a pair of glasses?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_32,Is there a computer monitor?,2,1,yes
tifa160,dsg,vq-diffusion,tifa160_32,Are there two glasses?,3,0,yes
tifa160,dsg,vq-diffusion,tifa160_32,Is the pair of glasses under the computer monitor?,4,"1,3",yes
tifa160,dsg,vq-diffusion,tifa160_33,Is there an ostrich?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_33,Is there a couch?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_33,Is the ostrich standing?,3,1,yes
tifa160,dsg,vq-diffusion,tifa160_33,Is the ostrich on the couch?,4,"1,2",yes
tifa160,dsg,vq-diffusion,tifa160_34,Is this a photo?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_34,Is there a bed?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_34,Is there a human?,3,0,yes
tifa160,dsg,vq-diffusion,tifa160_34,Is the human right to the bed?,4,"2,3",yes
tifa160,dsg,vq-diffusion,tifa160_35,Is there a car?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_35,Is this digital art?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_35,Is the car playing soccer?,3,1,yes
tifa160,dsg,vq-diffusion,tifa160_36,Is there a penguin?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_36,Is the penguin wearing goggles?,2,1,yes
tifa160,dsg,vq-diffusion,tifa160_36,Are the goggles aviator goggles?,3,2,yes
tifa160,dsg,vq-diffusion,tifa160_36,Is the penguin flying?,4,1,no
tifa160,dsg,vq-diffusion,tifa160_36,Is the penguin confident?,5,1,yes
tifa160,dsg,vq-diffusion,tifa160_36,Is there an eagle?,6,0,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
tifa160,dsg,vq-diffusion,tifa160_36,Is the eagle bemused?,7,6,yes
tifa160,dsg,vq-diffusion,tifa160_36,Is the penguin next to the eagle?,8,"1,6",yes
tifa160,dsg,vq-diffusion,tifa160_37,Do we have an espresso machine?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_37,Do we have coffee?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_37,Do human beings have souls?,3,0,yes
tifa160,dsg,vq-diffusion,tifa160_37,Is the espresso machine making coffee?,4,"1,2",yes
tifa160,dsg,vq-diffusion,tifa160_37,Is the expersso made of human souls?,5,"2,3",no
tifa160,dsg,vq-diffusion,tifa160_38,Is there a tornado?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_38,Are there tigers?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_38,Is there a skyscraper?,3,0,yes
tifa160,dsg,vq-diffusion,tifa160_38,Is the tornado made of tigers?,4,"1,2",yes
tifa160,dsg,vq-diffusion,tifa160_38,Is the tornado crashing into the skyscraper?,5,"1,3",yes
tifa160,dsg,vq-diffusion,tifa160_38,Is this a painting?,6,0,yes
tifa160,dsg,vq-diffusion,tifa160_38,Is the painting in the style of Hokusai?,7,6,yes
tifa160,dsg,vq-diffusion,tifa160_39,Are there apples?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_39,Are the apples square?,2,1,no
tifa160,dsg,vq-diffusion,tifa160_39,Are the apples red?,3,1,yes
tifa160,dsg,vq-diffusion,tifa160_39,Is there a tree?,4,0,yes
tifa160,dsg,vq-diffusion,tifa160_39,Does the tree have leaves?,5,4,yes
tifa160,dsg,vq-diffusion,tifa160_39,Are the leaves circular?,6,5,yes
tifa160,dsg,vq-diffusion,tifa160_39,Are the leaves green?,7,5,yes
tifa160,dsg,vq-diffusion,tifa160_39,Are the apples on the tree?,8,"1,4",yes
tifa160,dsg,vq-diffusion,tifa160_40,Are there fruits?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_40,Are there vegetables?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_40,Are the fruits assorted?,3,1,yes
tifa160,dsg,vq-diffusion,tifa160_40,Are the vegetables assorted?,4,2,yes
tifa160,dsg,vq-diffusion,tifa160_40,Are the fruits and vegetables set together?,5,"1,2",yes
tifa160,dsg,vq-diffusion,tifa160_41,Are there people?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_41,Is there a sidewalk?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_41,Is there a city?,3,0,yes
tifa160,dsg,vq-diffusion,tifa160_41,Does one of the people have headphones?,4,1,yes
tifa160,dsg,vq-diffusion,tifa160_41,Are the people walking down the sidewalk?,5,"1,2",yes
tifa160,dsg,vq-diffusion,tifa160_41,Is the sidewalk in the city?,6,"2,3",yes
tifa160,dsg,vq-diffusion,tifa160_42,Is there a boy?,1,0,yes
tifa160,dsg,vq-diffusion,tifa160_42,Is there a ball?,2,0,yes
tifa160,dsg,vq-diffusion,tifa160_42,Are there other soccer players?,3,0,yes
tifa160,dsg,vq-diffusion,tifa160_42,Does the boy have arms?,4,1,yes
