dsg_prompt_split,qg_model,t2i_model,item_id,question,answer
tifa160,tifa,vq-diffusion,tifa160_54,"Question: is there a laptop? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_54,"Question: what type of computer is this? Choices: laptop, desktop, tablet, smartphone. Answer:",laptop
tifa160,tifa,vq-diffusion,tifa160_54,"Question: is the woman sitting on the couch? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_54,"Question: is the laptop in front of the woman? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_54,"Question: is the laptop in front of or behind the woman? Choices: in front of, behind, next to, under. Answer:",
tifa160,tifa,vq-diffusion,tifa160_72,"Question: is this a lady? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_72,"Question: is the lady playing tennis? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_72,"Question: what sport is the person playing? Choices: tennis, basketball, baseball, soccer. Answer:",tennis
tifa160,tifa,vq-diffusion,tifa160_72,"Question: is this a court? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_72,"Question: what type of place is this? Choices: court, field, stadium, gym. Answer:",court
tifa160,tifa,vq-diffusion,tifa160_72,"Question: is the lady wearing red? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_72,"Question: what color is the lady wearing? Choices: red, black, white, yellow. Answer:",red
tifa160,tifa,vq-diffusion,tifa160_72,"Question: is the court blue? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_72,"Question: is the court green? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_98,"Question: is there a slope? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_98,"Question: is there a background? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_98,"Question: is there a foreground? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_98,"Question: is there a grassy slope? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_98,"Question: are there rams? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_98,"Question: what animals are in the picture? Choices: rams, sheep, goats, cows. Answer:",
tifa160,tifa,vq-diffusion,tifa160_98,"Question: what type of plant is this? Choices: evergreen, deciduous, cactus, grass. Answer:",grass
tifa160,tifa,vq-diffusion,tifa160_98,"Question: are the rams grazing? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_98,"Question: what are the rams doing? Choices: grazing, running, sitting, jumping. Answer:",
tifa160,tifa,vq-diffusion,tifa160_98,"Question: is the slope white? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_98,"Question: what color is the slope? Choices: white, black, red, blue. Answer:",green
tifa160,tifa,vq-diffusion,tifa160_98,"Question: are there several rams? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_98,"Question: does the slope cover the background? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_98,"Question: does the foreground feature a grassy slope? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_98,"Question: is the evergreen measly? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_98,"Question: is the evergreen underdeveloped? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_82,"Question: is this a boy? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_82,"Question: is the boy wearing a green shirt? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_82,"Question: what is the boy wearing? Choices: green shirt, red shirt, blue shirt, yellow shirt. Answer:",green shirt
tifa160,tifa,vq-diffusion,tifa160_82,"Question: is there some fruit? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_82,"Question: what type of food is in the picture? Choices: fruit, vegetable, meat, fish. Answer:",fruit
tifa160,tifa,vq-diffusion,tifa160_82,"Question: is the boy posing with some fruit? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_82,"Question: is the shirt green? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_82,"Question: what color is the shirt? Choices: green, red, blue, yellow. Answer:",green
tifa160,tifa,vq-diffusion,tifa160_84,"Question: is this a woman? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_84,"Question: are there teeth? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_84,"Question: what is the woman brushing? Choices: teeth, hair, nails, skin. Answer:",teeth
tifa160,tifa,vq-diffusion,tifa160_84,"Question: is the woman dressed? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_84,"Question: is the woman smiling? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_84,"Question: is the woman brushing her teeth? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_84,"Question: is the woman dressed in black? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_84,"Question: what color is the woman dressed in? Choices: black, white, red, blue. Answer:",black
tifa160,tifa,vq-diffusion,tifa160_13,"Question: is this a man? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_13,"Question: is the man wearing a shirt? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_13,"Question: is there an ocean wave? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_13,"Question: what type of wave is this? Choices: ocean wave, sound wave, light wave, radio wave. Answer:",ocean wave
tifa160,tifa,vq-diffusion,tifa160_13,"Question: is the man playing on an ocean wave? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_13,"Question: what is the man doing on the ocean wave? Choices: playing, surfing, swimming, diving. Answer:",
tifa160,tifa,vq-diffusion,tifa160_13,"Question: is the shirt black? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_13,"Question: what color is the shirt? Choices: black, white, red, blue. Answer:",black
tifa160,tifa,vq-diffusion,tifa160_83,"Question: are there people posting in front of a camera? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_83,"Question: is there a camera? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_83,"Question: what type of device is this? Choices: camera, phone, computer, tablet. Answer:",phone
tifa160,tifa,vq-diffusion,tifa160_83,"Question: are the people posting in front of a camera? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_83,"Question: are there some people? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_83,"Question: are the people posting in front of a camera for a picture? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_8,"Question: are there laptops? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_8,"Question: is there a mouse? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_8,"Question: are there cords? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_8,"Question: are there wires? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_8,"Question: is there a monitor? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_8,"Question: are there two laptops? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_8,"Question: how many laptops are there? Choices: 1, 2, 3, 4. Answer:",1
tifa160,tifa,vq-diffusion,tifa160_59,"Question: are there children? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_59,"Question: is there grass? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_59,"Question: what is the children sitting on? Choices: grass, sand, snow, water. Answer:",grass
tifa160,tifa,vq-diffusion,tifa160_59,"Question: is there a Frisbee? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_59,"Question: are the children sitting in the grass? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_59,"Question: are the children holding a Frisbee? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_59,"Question: is this a group of children? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_6,"Question: is this a man? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_6,"Question: is the man wearing a green suit? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_6,"Question: what is the man wearing? Choices: green suit, blue suit, red suit, yellow suit. Answer:",green suit
tifa160,tifa,vq-diffusion,tifa160_6,"Question: is there a laptop? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_6,"Question: what type of computer is this? Choices: laptop, desktop, tablet, smartphone. Answer:",laptop
tifa160,tifa,vq-diffusion,tifa160_6,"Question: is the man leaning over a laptop? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_6,"Question: is the suit green? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_6,"Question: what color is the suit? Choices: green, blue, red, yellow. Answer:",green
tifa160,tifa,vq-diffusion,tifa160_60,"Question: is this a motorcycle? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_60,"Question: what type of vehicle is this? Choices: motorcycle, car, bicycle, bus. Answer:",motorcycle
tifa160,tifa,vq-diffusion,tifa160_60,"Question: is this a dirt road? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_60,"Question: is the motorcycle grey? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_60,"Question: what color is the motorcycle? Choices: grey, black, red, blue. Answer:",grey
tifa160,tifa,vq-diffusion,tifa160_60,"Question: is the motorcycle next to the building? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_60,"Question: is the motorcycle next to or behind the building? Choices: next to, behind, in front of, under. Answer:",
tifa160,tifa,vq-diffusion,tifa160_62,"Question: is there a table? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_62,"Question: are there bags on the table? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_62,"Question: is there luggage? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_62,"Question: are there purses? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_62,"Question: is the table topped with bags of luggage and purses? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_99,"Question: are there people wearing helmets? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_99,"Question: are there helmets? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_99,"Question: what type of headgear is this? Choices: helmets, hats, caps, wigs. Answer:",
tifa160,tifa,vq-diffusion,tifa160_99,"Question: are there bikes? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_99,"Question: are there woods? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_99,"Question: are the people standing next to the bikes? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_99,"Question: are the people wearing helmets? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_77,"Question: is this a woman? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_77,"Question: who is bent over next to a small refrigerator? Choices: woman, man, boy, girl. Answer:",
tifa160,tifa,vq-diffusion,tifa160_77,"Question: is there a small refrigerator? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_77,"Question: what type of appliance is this? Choices: refrigerator, oven, microwave, stove top. Answer:",
tifa160,tifa,vq-diffusion,tifa160_77,"Question: is the woman bent over? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_77,"Question: is the refrigerator small? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_77,"Question: is the refrigerator small or large? Choices: small, large, medium, tiny. Answer:",small
tifa160,tifa,vq-diffusion,tifa160_77,"Question: is the woman next to the refrigerator? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_77,"Question: is the woman next to or behind the refrigerator? Choices: next to, behind, in front of, on top of. Answer:",
tifa160,tifa,vq-diffusion,tifa160_46,"Question: are there surfers? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_46,"Question: who is carrying surf boards? Choices: surfers, swimmers, divers, skiers. Answer:",
tifa160,tifa,vq-diffusion,tifa160_46,"Question: are there surf boards? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_46,"Question: what are the surfers carrying? Choices: surf boards, boats, flags, sticks. Answer:",
tifa160,tifa,vq-diffusion,tifa160_46,"Question: is this the ocean? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_46,"Question: what type of place is this? Choices: ocean, lake, river, pond. Answer:",ocean
tifa160,tifa,vq-diffusion,tifa160_46,"Question: are the surfers carrying surf boards? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_46,"Question: is this a group of surfers? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_46,"Question: is this a group or a single surfer? Choices: group, single, pair, team. Answer:",
tifa160,tifa,vq-diffusion,tifa160_46,"Question: are the surfers carrying surf boards into the ocean? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_48,"Question: is this a woman? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_48,"Question: is the woman wearing a jacket? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_48,"Question: is there a pizza? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_48,"Question: what type of food is this? Choices: pizza, hamburger, hot dog, sandwich. Answer:",pizza
tifa160,tifa,vq-diffusion,tifa160_48,"Question: is the jacket black? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_48,"Question: what color is the jacket? Choices: black, white, red, blue. Answer:",black
tifa160,tifa,vq-diffusion,tifa160_73,"Question: is there a sign laying on the field? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_73,"Question: what type of object is this? Choices: sign, board, banner, poster. Answer:",sign
tifa160,tifa,vq-diffusion,tifa160_73,"Question: is this a field? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_73,"Question: is there a body of water near the field? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_73,"Question: what type of place is near the field? Choices: body of water, building, road, bridge. Answer:",road
tifa160,tifa,vq-diffusion,tifa160_73,"Question: is the sign laying on the field? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_73,"Question: is the field green? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_73,"Question: what color is the field? Choices: green, red, yellow, blue. Answer:",green
tifa160,tifa,vq-diffusion,tifa160_73,"Question: is the field lush? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_73,"Question: is the field lush or barren? Choices: lush, barren, dry, wet. Answer:",lush
tifa160,tifa,vq-diffusion,tifa160_47,"Question: are there zebras? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_47,"Question: what animals are in the picture? Choices: zebras, horses, cows, sheep. Answer:",
tifa160,tifa,vq-diffusion,tifa160_47,"Question: is there hay? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_47,"Question: what are the zebras eating? Choices: hay, grass, leaves, twigs. Answer:",
tifa160,tifa,vq-diffusion,tifa160_47,"Question: are the zebras eating hay? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_47,"Question: are the zebras black and white? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_47,"Question: what color are the zebras? Choices: black and white, black, white, gray. Answer:",black and white
tifa160,tifa,vq-diffusion,tifa160_47,"Question: are there three zebras? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_47,"Question: how many zebras are in the picture? Choices: 1, 2, 3, 4. Answer:",3
tifa160,tifa,vq-diffusion,tifa160_100,"Question: is there a teddy bear? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_100,"Question: what type of toy is this? Choices: teddy bear, doll, car, ball. Answer:",teddy bear
tifa160,tifa,vq-diffusion,tifa160_100,"Question: is there furniture? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_100,"Question: is the teddy bear under the furniture? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_64,"Question: is this a giraffe? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_64,"Question: what animal is in the picture? Choices: giraffe, elephant, lion, tiger. Answer:",giraffe
tifa160,tifa,vq-diffusion,tifa160_64,"Question: is there a fence? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_64,"Question: what type of object is this? Choices: fence, wall, gate, door. Answer:",fence
tifa160,tifa,vq-diffusion,tifa160_64,"Question: is the large giraffe looking at the smaller giraffe? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_64,"Question: is the giraffe large? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_64,"Question: is the giraffe large or small? Choices: large, small, medium, tiny. Answer:",large
tifa160,tifa,vq-diffusion,tifa160_95,"Question: is this a motorcycle? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_95,"Question: what type of vehicle is this? Choices: motorcycle, car, bicycle, bus. Answer:",motorcycle
tifa160,tifa,vq-diffusion,tifa160_95,"Question: are the man and woman posing in front of a motorcycle? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_95,"Question: what are the man and woman doing in front of a motorcycle? Choices: posing, waving, nothing, shaking. Answer:",
tifa160,tifa,vq-diffusion,tifa160_71,"Question: is this a beach? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_71,"Question: what type of place is this? Choices: beach, park, forest, mountain. Answer:",beach
tifa160,tifa,vq-diffusion,tifa160_71,"Question: are there umbrellas on the beach? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_71,"Question: is the beach crowded? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_71,"Question: is the beach crowded or empty? Choices: crowded, empty, full, half-full. Answer:",
tifa160,tifa,vq-diffusion,tifa160_71,"Question: are the umbrellas red and white? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_71,"Question: what color are the umbrellas? Choices: red and white, red and blue, blue and white, red and yellow. Answer:",
tifa160,tifa,vq-diffusion,tifa160_101,"Question: are there men riding horses? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_101,"Question: who is riding horses? Choices: men, women, boys, girls. Answer:",men
tifa160,tifa,vq-diffusion,tifa160_101,"Question: are there horses? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_101,"Question: is this a grassy field? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_101,"Question: what type of place is this? Choices: grassy field, forest, mountain, desert. Answer:",grassy field
tifa160,tifa,vq-diffusion,tifa160_101,"Question: are the men riding horses? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_101,"Question: are there three men? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_101,"Question: how many men are in the picture? Choices: 1, 2, 3, 4. Answer:",1
tifa160,tifa,vq-diffusion,tifa160_86,"Question: are there men in neon yellow safety jackets? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_86,"Question: are the men wearing safety jackets? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_86,"Question: what are the men wearing? Choices: safety jackets, t-shirts, sweaters, coats. Answer:",
tifa160,tifa,vq-diffusion,tifa160_86,"Question: are the men sharing a meal? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_86,"Question: what are the men sharing? Choices: meal, snack, drink, dessert. Answer:",meal
tifa160,tifa,vq-diffusion,tifa160_86,"Question: is there a food car? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_86,"Question: what type of vehicle is this? Choices: food car, car, motorcycle, bus. Answer:",food car
tifa160,tifa,vq-diffusion,tifa160_86,"Question: are the safety jackets neon yellow? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_86,"Question: what color are the safety jackets? Choices: neon yellow, neon green, neon blue, neon red. Answer:",
tifa160,tifa,vq-diffusion,tifa160_86,"Question: are there two men? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_86,"Question: how many men are there? Choices: 1, 2, 3, 4. Answer:",2
tifa160,tifa,vq-diffusion,tifa160_86,"Question: are the men next to the food car? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_86,"Question: are the men next to or behind the food car? Choices: next to, behind, in front of, under. Answer:",
tifa160,tifa,vq-diffusion,tifa160_49,"Question: what animal is in the picture? Choices: dog, cat, bird, fish. Answer:",dog
tifa160,tifa,vq-diffusion,tifa160_49,"Question: is there a remote controller? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_49,"Question: what type of object is this? Choices: remote controller, phone, computer, camera. Answer:",remote controller
tifa160,tifa,vq-diffusion,tifa160_49,"Question: is the dog laying? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_79,"Question: are there people standing next to an elephant? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_79,"Question: who is standing next to an elephant? Choices: people, animals, robots, aliens. Answer:",
tifa160,tifa,vq-diffusion,tifa160_79,"Question: is this an elephant? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_79,"Question: what animal is in the picture? Choices: elephant, horse, cow, sheep. Answer:",elephant
tifa160,tifa,vq-diffusion,tifa160_79,"Question: is there a river? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_79,"Question: what type of place is this? Choices: river, lake, ocean, pond. Answer:",river
tifa160,tifa,vq-diffusion,tifa160_79,"Question: are the people standing next to an elephant? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_79,"Question: are there three people? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_79,"Question: how many people are in the picture? Choices: 1, 2, 3, 4. Answer:",0
tifa160,tifa,vq-diffusion,tifa160_57,"Question: is this a guy? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_57,"Question: who is sitting down and using his cell during the party? Choices: guy, girl, man, woman. Answer:",
tifa160,tifa,vq-diffusion,tifa160_57,"Question: is the guy using his cell? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_57,"Question: is the guy sitting down and using his cell during the party? Choices: yes, no. Answer:",
tifa160,tifa,vq-diffusion,tifa160_57,"Question: is the guy sitting down? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_14,"Question: are there people flying kites? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_14,"Question: who is flying kites? Choices: people, animals, robots, aliens. Answer:",people
tifa160,tifa,vq-diffusion,tifa160_14,"Question: are there kites? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_14,"Question: what is the people flying? Choices: kites, planes, helicopters, balloons. Answer:",
tifa160,tifa,vq-diffusion,tifa160_14,"Question: is this the sky? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_14,"Question: are the people flying kites? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_14,"Question: are the people flying kites in the sky? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_89,"Question: is this a subway train? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_89,"Question: what type of vehicle is this? Choices: subway train, car, motorcycle, bus. Answer:",subway train
tifa160,tifa,vq-diffusion,tifa160_89,"Question: is this a city? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_89,"Question: is the subway train elevated? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_89,"Question: is the subway train elevated or underground? Choices: elevated, underground, on the ground, in the air. Answer:",
tifa160,tifa,vq-diffusion,tifa160_89,"Question: is this a major city? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_89,"Question: is this a major or a minor city? Choices: major, minor, small, large. Answer:",minor
tifa160,tifa,vq-diffusion,tifa160_89,"Question: is this a sunny day? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_89,"Question: is this a sunny day or a cloudy day? Choices: sunny day, cloudy day, rainy day, snowy day. Answer:",
tifa160,tifa,vq-diffusion,tifa160_97,"Question: is this a man? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_97,"Question: who is standing by an oven? Choices: man, woman, boy, girl. Answer:",man
tifa160,tifa,vq-diffusion,tifa160_97,"Question: is there an oven? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_97,"Question: what type of appliance is this? Choices: oven, stove top, microwave, refrigerator. Answer:",
tifa160,tifa,vq-diffusion,tifa160_97,"Question: is the man standing by an oven? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_97,"Question: is the door of the oven open? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_97,"Question: is the door of the oven open or closed? Choices: open, closed, half open, half closed. Answer:",
tifa160,tifa,vq-diffusion,tifa160_7,"Question: is this a woman? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_7,"Question: who is holding a racquet? Choices: woman, man, boy, girl. Answer:",woman
tifa160,tifa,vq-diffusion,tifa160_7,"Question: is the person holding a racquet? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_7,"Question: what is the person holding? Choices: racquet, bat, stick, ball. Answer:",racquet
tifa160,tifa,vq-diffusion,tifa160_7,"Question: is this a tennis court? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_7,"Question: what type of place is this? Choices: tennis court, basketball court, baseball field, soccer field. Answer:",
tifa160,tifa,vq-diffusion,tifa160_7,"Question: is the woman holding a racquet? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_7,"Question: is the woman on top of the tennis court? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_7,"Question: is the woman on top of or next to the tennis court? Choices: on top of, next to, behind, in front of. Answer:",
tifa160,tifa,vq-diffusion,tifa160_58,"Question: is this a skateboarder? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_58,"Question: is the skateboarder wearing a jacket? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_58,"Question: is the skateboarder doing a trick? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_58,"Question: what is the skateboarder doing? Choices: doing a trick, riding, walking, sitting. Answer:",
tifa160,tifa,vq-diffusion,tifa160_58,"Question: is the jacket blue? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_58,"Question: what color is the jacket? Choices: blue, black, red, yellow. Answer:",blue
tifa160,tifa,vq-diffusion,tifa160_43,"Question: is this a man? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_43,"Question: is the man holding a tennis racket? Choices: yes, no. Answer:",yes
